 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano processamento
Período:Jan/2008-Ago/2020
"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"Total"
"230210 Baturité";1332307,06;1387560,13;1209033,88;1028392,38;617954,72;780825,61;1209456,94;1286566,99;1246751,49;1158664,96;1271601,40;1170968,02;479926,11;14180009,69
"230220 Beberibe";650127,98;634414,59;289339,83;245714,36;160919,79;451218,79;357468,83;397024,88;450548,21;127968,80;152200,78;264327,48;158803,81;4340078,13
"230230 Bela Cruz";318218,98;306583,65;274437,92;274550,74;179959,35;174148,07;107017,95;136915,28;134341,04;169270,00;232271,43;208744,66;165159,97;2681619,04
"230240 Boa Viagem";754532,27;1371484,42;1299752,95;1103148,36;951742,47;908183,32;943432,03;931101,29;781842,37;504479,56;562014,12;587897,26;454061,01;11153671,43
"230250 Brejo Santo";3722452,63;4749092,42;4963956,84;5084649,27;4982594,20;4873619,46;5051577,07;5435438,01;5332886,46;5618114,73;5702817,50;5888812,30;4459562,30;65865573,19
"230260 Camocim";1267160,90;1471036,43;1388543,28;1362807,71;1368976,59;1510057,56;1461671,32;1508261,00;1593734,37;1720324,56;1773983,11;2123055,17;1047644,99;19597256,99
"230270 Campos Sales";628771,52;672140,52;627538,49;479385,04;295729,85;306616,81;271356,68;274848,24;334596,80;409090,71;463736,09;412927,07;152473,82;5329211,64
"230280 Canindé";2788999,67;2826961,87;2733787,32;2620607,46;2485322,93;2444731,23;2615906,61;2872651,12;2709579,27;3063481,55;3315214,97;3327849,36;1928516,06;35733609,42
"230290 Capistrano";70890,46;67855,24;67192,14;56531,95;29464,05;22875,18;17805,96;18663,66;14528,38;23867,06;40682,41;34362,86;14139,09;478858,44
"230300 Caridade";85918,71;106971,23;73336,11;62690,09;44880,78;24599,65;23943,30;23135,06;17877,89;13289,03;25758,60;15192,45;6821,39;524414,29
"230310 Cariré";404831,89;298096,97;-;-;-;122967,82;87550,74;101950,59;77667,94;169176,79;152336,90;200187,35;161056,34;1775823,33
"230320 Caririaçu";136570,76;175419,91;171187,34;126687,69;113139,64;121165,06;91176,67;141476,60;139434,01;170443,07;144823,20;187260,98;126079,49;1844864,42
"230330 Cariús";248006,89;235503,00;192232,19;186597,93;81990,20;76927,00;119547,26;85181,78;82191,70;132865,60;108237,02;159402,15;90158,65;1798841,37
"230340 Carnaubal";143276,41;167071,26;163588,27;181382,39;116444,28;101303,46;115302,24;143243,59;118244,08;182990,50;177778,49;215905,38;133094,03;1959624,38
"230350 Cascavel";1746402,92;1670967,13;1424748,66;1271906,87;1082064,20;1375002,54;1312977,88;1271601,68;1289218,51;1125895,43;975331,92;1118865,26;582657,28;16247640,28
"230360 Catarina";-;20266,34;268661,93;279797,45;217675,68;-;-;-;111960,07;29878,45;109098,40;135171,29;74016,90;1246526,51
"230365 Catunda";114912,93;65227,55;31758,52;43906,24;43396,19;136426,65;69745,63;54533,17;24936,05;74699,26;68719,45;61721,37;44671,98;834654,99
"230370 Caucaia";4330705,40;5030673,97;4429159,12;3687726,55;2409087,85;4452059,93;3720897,60;2426274,75;2321656,11;3579060,63;3645972,18;4794548,33;4110528,55;48938350,97
"230380 Cedro";508125,96;459574,82;478475,56;466804,49;55623,41;827787,38;627526,78;603866,42;721863,80;876855,12;870451,63;868747,86;619725,59;7985428,82
"230390 Chaval";167707,23;215552,98;274007,72;240989,28;79037,93;-;-;-;-;24514,24;26217,09;36288,29;20853,86;1085168,62
"230393 Choró";79404,96;47092,21;32186,97;46431,32;27571,86;26979,81;24794,19;26508,78;13543,37;37937,51;44484,69;47067,77;38972,68;492976,12
"230395 Chorozinho";113046,27;75652,07;68087,07;56682,91;48031,93;53082,48;66518,14;38704,87;31214,55;62922,30;51452,60;62391,04;102251,83;830038,06
"230400 Coreaú";229705,91;221995,80;169102,19;157483,18;39567,11;19302,65;25002,34;4821,01;9178,52;37992,23;45050,94;75200,67;42173,98;1076576,53
"230410 Crateús";2455525,74;2923435,36;3126146,65;2801388,26;3516436,57;3316362,09;3175268,10;3165665,92;3099637,28;3249351,18;4218885,01;4320917,45;3094831,36;42463850,97
"230420 Crato";9108430,42;10276265,43;10306244,85;10580602,47;10471079,18;10229080,53;10175365,40;9729118,85;6960651,41;5918094,50;7425171,98;9285300,72;6487952,23;116953357,97
"230423 Croatá";127103,25;183183,27;212737,33;161755,81;104624,71;167876,33;108235,80;42946,70;67988,82;50291,76;113304,03;123362,22;69729,00;1533139,03
"230425 Cruz";291847,88;461577,12;325847,34;322658,40;199789,75;219398,26;195047,39;116375,36;99911,28;214276,68;266771,51;322783,61;201902,12;3238186,70
"230426 Deputado Irapuan Pinheiro";32030,70;45771,96;49357,81;53895,87;13181,29;-;15499,29;36240,98;53957,89;38919,21;51934,58;50866,22;58796,67;500452,47
"230427 Ererê";14125,80;16222,12;21094,92;19535,25;14443,30;30083,70;12272,60;5391,37;6736,66;14649,99;4187,13;1972,62;3781,54;164497,00
"230428 Eusébio";519897,39;437329,71;374472,59;310090,13;208118,00;375001,05;776142,10;1114474,74;1018047,24;1469132,28;2366919,73;2123802,26;1340737,67;12434164,89
"230430 Farias Brito";161012,40;215295,60;208775,52;291904,97;267612,31;175532,92;213137,06;211065,26;241625,38;241456,70;312663,49;337374,36;104294,17;2981750,14
"230435 Forquilha";10327,25;9521,40;6205,80;-;-;-;-;-;-;-;-;-;-;26054,45
"230440 Fortaleza";186509871,37;229879963,52;238934983,20;247509060,67;262609207,79;308459352,67;328785003,51;339854779,34;350303687,35;349484986,52;364529230,38;380012013,99;251639039,41;3838511179,72
"230445 Fortim";131887,80;109197,56;62106,85;46725,66;41610,65;45508,86;34026,53;15484,48;23306,43;42199,34;49111,73;37446,73;12720,94;651333,56
"230450 Frecheirinha";208386,31;183076,48;112755,55;94364,12;57976,61;50615,76;26441,69;34538,82;34156,70;43238,36;69498,59;112342,01;96795,27;1124186,27
"230460 General Sampaio";-;-;-;-;-;-;2636,60;-;-;43000,79;68852,12;51378,17;-;165867,68
"230470 Granja";460477,81;463809,41;545281,21;588225,60;415366,90;326483,07;389033,50;337180,35;400639,02;305127,38;547851,11;564615,93;187891,00;5531982,29
"230480 Granjeiro";-;-;-;-;-;-;-;-;-;-;24470,42;49893,57;6046,22;80410,21
"230490 Groaíras";30808,02;70980,24;53368,24;53749,46;64345,65;45037,24;28188,70;18132,25;26856,01;29295,60;31625,11;26050,21;21272,00;499708,73
"230495 Guaiúba";33522,34;49226,63;55690,48;61503,47;21522,83;42582,23;28953,64;17439,91;28071,12;-;13502,49;31525,76;14611,72;398152,62
"230500 Guaraciaba do Norte";578371,51;571219,83;492408,88;462207,23;339450,41;444040,20;354120,73;320478,48;157769,43;298749,85;465028,42;493435,86;195039,97;5172320,80
"230510 Guaramiranga";7798,87;43262,24;37866,39;47052,06;22359,34;15011,09;16053,13;11982,44;14647,30;11568,34;14320,31;17109,74;5285,64;264316,89
"230520 Hidrolândia";150897,10;149851,51;151792,17;137672,85;111529,51;95119,19;116410,99;155402,46;124175,75;127392,64;138844,64;233479,73;116353,33;1808921,87
"230523 Horizonte";582152,29;658152,33;575912,36;588172,03;544049,66;571516,84;522430,37;806909,13;828891,18;851001,83;864283,27;950393,34;551062,97;8894927,60
"230526 Ibaretama";27752,00;76025,34;66752,88;50908,63;43804,92;30146,80;27087,08;20429,56;10924,05;27929,60;34271,23;37736,87;15369,08;469138,04
"230530 Ibiapina";369509,22;527070,55;503509,89;497827,60;377277,91;327683,60;409508,52;341903,01;165437,19;210635,97;287744,21;265835,40;153290,98;4437234,05
"230535 Icapuí";97436,19;76544,44;66181,57;28384,19;-;-;-;-;-;-;-;-;-;268546,39
"230540 Icó";1573357,89;1608945,56;1558931,62;1530435,68;1466917,94;1011090,98;1642106,62;1295932,56;1141267,60;1437559,36;1322445,19;1496543,14;1454088,05;18539622,19
"230550 Iguatu";3104554,82;4737776,51;4307607,06;4302873,97;3812561,90;3793722,19;3706766,38;3641833,56;3197249,74;4155553,80;4127809,75;3258273,54;1728430,16;47875013,38
"230560 Independência";179767,00;214494,37;159301,55;157956,13;111970,20;98876,28;101999,39;102352,63;61600,79;80624,43;98700,54;191721,73;74041,88;1633406,92
"230565 Ipaporanga";130212,98;83450,22;129296,20;108626,20;39562,26;80519,21;33521,26;51074,05;69341,04;80301,41;144370,39;212328,33;64433,17;1227036,72
"230570 Ipaumirim";128221,05;215928,66;199761,96;174179,30;89716,93;151738,15;105702,37;55243,40;-;24121,90;63664,85;29450,91;-;1237729,48
"230580 Ipu";1099472,12;1241687,77;1276546,38;894170,35;667640,04;552352,86;529561,37;714006,81;574585,18;585276,97;1029065,77;1237236,35;472015,05;10873617,02
"230590 Ipueiras";542142,94;482322,72;418370,16;510676,73;556494,44;528061,19;405216,70;201436,11;266677,08;485723,08;440856,80;277324,50;109764,81;5225067,26
"230600 Iracema";146799,48;166842,91;165204,78;174499,14;132244,03;155438,76;91893,11;150950,09;101919,33;87978,73;111714,22;154156,18;88977,34;1728618,10
"230610 Irauçuba";235893,57;168516,64;164934,59;185665,50;178995,51;123885,52;17413,64;-;56334,65;86731,85;99528,75;117369,80;42239,69;1477509,71
"230620 Itaiçaba";42310,59;27729,65;27706,43;41070,37;23544,72;21660,38;17260,53;13110,53;8836,85;10741,86;21836,75;21906,73;9287,70;287003,09
"230625 Itaitinga";182950,27;242253,07;145532,50;160179,92;89038,97;101521,99;70830,61;139377,36;119294,58;113550,66;134707,43;167840,30;138961,84;1806039,50
"230630 Itapagé";648629,55;577606,43;610554,31;583258,84;405973,07;469365,34;447904,51;501649,52;449066,06;559888,10;545459,93;493000,03;342838,93;6635194,62
"230640 Itapipoca";4152623,40;4759775,54;4918855,97;5437524,39;5817938,94;5729218,62;5454394,67;5163142,44;4859655,21;5025778,34;5787559,45;6189101,67;5619805,29;68915373,93
"230650 Itapiúna";258657,98;277269,34;193777,37;229589,61;110698,23;33165,45;29871,14;22012,91;34428,11;34302,85;74842,20;77045,37;48133,82;1423794,38
"230655 Itarema";467569,65;476114,95;406200,32;371203,47;260429,58;210806,84;231439,62;254803,24;214038,82;287751,44;292468,38;305434,03;176324,03;3954584,37
"230670 Jaguaretama";154337,21;164090,43;130098,10;129035,96;113332,15;48223,79;41003,68;30698,92;31204,82;49593,31;128331,71;157750,19;114926,07;1292626,34
"230680 Jaguaribara";56978,81;60397,01;40147,34;39453,77;23178,74;166482,73;155079,68;80825,06;28964,26;50811,95;48151,83;96778,62;72303,16;919552,96
"230690 Jaguaribe";645048,59;603885,02;467826,82;456908,27;410043,61;485281,74;495006,18;503329,13;463345,71;578079,83;559184,62;477816,98;304221,92;6449978,42
"230700 Jaguaruana";251805,88;305915,10;236877,34;213009,69;189317,54;208077,81;223621,94;157900,69;130785,63;176115,44;187662,17;188767,12;94150,42;2564006,77
"230710 Jardim";555553,84;590084,64;597101,63;600356,12;615587,71;553131,52;538186,13;469161,41;457206,07;101817,36;95583,29;254955,68;115508,27;5544233,67
"230720 Jati";25042,50;-;82740,97;240327,77;63845,33;52516,68;39607,49;4913,45;5439,56;20064,47;21673,85;28634,69;11441,06;596247,82
"230725 Jijoca de Jericoacoara";-;-;-;-;-;-;-;-;-;-;-;-;17895,85;17895,85
"230730 Juazeiro do Norte";7660358,43;8329976,01;8005069,99;7298671,57;6567289,85;5669645,83;10679397,44;11543146,84;17116155,32;18604300,03;16945947,47;19416837,56;14211092,21;152047888,55
"230740 Jucás";681534,11;674176,30;687289,18;646549,18;426926,43;198060,55;270829,91;200401,51;137335,50;114122,61;224100,70;297431,39;173455,05;4732212,42
"230750 Lavras da Mangabeira";879795,97;1017704,47;1100933,73;1043088,88;992469,55;957435,93;995340,98;849889,46;848781,40;878171,03;967805,35;901967,57;377735,98;11811120,30
"230760 Limoeiro do Norte";1877878,97;1832969,48;2019513,59;2183590,35;2276141,72;2681462,08;2148110,68;1428102,19;1379559,96;1795289,53;2240506,21;2381301,72;2101494,29;26345920,77
"230763 Madalena";34523,12;49595,28;46705,22;134388,44;103711,21;84151,56;73829,61;86310,85;44142,81;24475,19;39639,44;50987,78;76285,78;848746,29
"230765 Maracanaú";5280764,82;6029377,19;5861742,21;5906125,12;5287251,94;6293744,39;7643207,56;9600727,88;8522411,04;8628830,32;8840554,71;9989517,59;6223064,89;94107319,66
"230770 Maranguape";1195521,39;1133287,81;1273836,41;1327056,39;1284972,73;1439876,20;1279219,94;1027886,76;1125308,89;1058090,34;964696,90;912299,05;624995,57;14647048,38
"230780 Marco";322647,50;392377,60;282385,47;265532,12;220698,92;108238,82;111991,81;140892,36;109966,30;179451,87;179799,57;217995,82;105052,08;2637030,24
"230790 Martinópole";120240,42;86371,51;41192,97;62809,96;50803,85;20803,03;34109,18;-;-;7374,14;13543,45;-;-;437248,51
"230800 Massapê";267786,26;307758,53;208775,25;183628,25;108827,64;844,27;68586,39;128523,55;171879,14;126631,35;130973,72;152810,30;22186,05;1879210,70
"230810 Mauriti";832766,92;925917,11;986958,70;960480,29;930522,57;815963,07;680132,24;631374,28;473131,15;489584,08;578902,79;682754,91;357005,89;9345494,00
"230820 Meruoca";98598,07;94103,23;68469,54;81801,16;45221,94;39375,08;33082,26;42660,43;38303,14;47740,83;42377,69;30677,63;26400,34;688811,34
"230830 Milagres";421604,25;323612,96;248507,98;274846,26;198208,70;207690,24;224730,37;157016,22;141534,17;167432,37;206700,82;240614,11;114572,54;2927070,99
"230835 Milhã";93272,33;49547,76;70059,49;115820,30;108396,24;29758,34;33490,11;23170,50;-;36014,95;48074,16;47435,99;43870,76;698910,93
"230840 Missão Velha";685254,14;635056,97;656135,54;498936,31;357055,49;401157,29;661727,70;657166,91;594867,27;484579,78;462019,81;479490,90;241047,14;6814495,25
"230850 Mombaça";-;676093,71;635120,88;682281,97;487247,43;520980,89;530076,74;461068,68;466956,44;538744,28;740005,74;819682,04;548748,72;7107007,52
"230860 Monsenhor Tabosa";249669,84;233310,56;264167,59;291344,92;170342,89;170141,22;131280,11;117075,08;126635,81;138959,14;246870,84;182617,34;19741,76;2342157,10
"230870 Morada Nova";600522,24;1407208,86;1367606,73;857049,85;720428,15;728943,17;889800,93;824879,50;513202,35;599822,00;964805,16;991185,79;685944,06;11151398,79
"230880 Moraújo";54761,78;50842,99;45761,89;23126,16;15275,38;17014,28;14813,79;8536,36;10150,93;9520,97;7679,59;20908,51;7174,78;285567,41
"230890 Morrinhos";67371,32;163346,61;137653,42;121365,22;93189,90;80859,10;55122,59;53283,64;38476,02;78291,74;118570,90;74217,89;45688,05;1127436,40
"230900 Mucambo";768012,00;816247,22;666976,27;510061,06;287234,90;411351,06;315156,56;319576,67;352002,58;262615,22;329592,99;342836,51;233705,58;5615368,62
"230910 Mulungu";57702,59;33912,73;38047,95;26772,37;13601,10;32240,62;13564,96;11755,67;-;35152,04;21897,41;17130,97;26671,93;328450,34
"230920 Nova Olinda";144258,75;188799,96;194180,69;173693,41;134288,49;130905,47;115138,56;73216,37;68125,05;88455,95;82299,21;59344,28;50045,67;1502751,86
"230930 Nova Russas";431422,31;736178,81;684203,06;627760,77;580829,61;542321,23;440833,27;271709,75;235317,90;294253,77;276088,53;406535,55;223506,37;5750960,93
"230940 Novo Oriente";359134,32;357318,32;344127,38;357344,06;286974,25;310121,31;312199,06;323511,56;306745,62;304402,67;350118,51;319111,20;128988,21;4060096,47
"230945 Ocara";190418,25;195019,01;195158,03;233477,07;164803,26;197229,11;167909,47;184305,29;142935,87;103963,09;209411,50;109161,95;52027,97;2145819,87
"230950 Orós";435657,46;523335,63;530108,37;564878,03;341406,03;402458,92;405101,65;349219,09;383175,80;360829,74;376448,22;382652,35;171191,97;5226463,26
"230960 Pacajus";561224,89;646814,18;313201,27;221728,30;183379,56;250550,26;198903,42;222343,91;216293,84;271301,90;206411,37;223203,17;78288,19;3593644,26
"230970 Pacatuba";83042,64;78110,88;110853,76;129415,49;87549,27;141894,88;121569,57;82846,95;70847,50;141781,17;154542,03;221015,25;280227,05;1703696,44
"230980 Pacoti";170040,36;175401,95;166311,84;138447,85;87785,74;83595,65;81802,68;88807,02;104337,18;115162,29;94687,05;101391,34;37261,21;1445032,16
"231000 Palhano";12378,55;68659,92;40246,39;38322,41;18742,20;12303,81;15300,86;6294,05;-;-;-;-;-;212248,19
"231010 Palmácia";87233,51;67752,05;79604,89;40356,03;35941,64;34219,74;22563,36;34532,77;10975,53;20292,20;22563,37;33524,09;46495,70;536054,88
"231020 Paracuru";445619,82;534692,24;520137,06;508823,04;445638,31;527367,11;487595,72;487017,54;382278,77;452733,85;443157,41;460866,59;304337,80;6000265,26
"231025 Paraipaba";137949,30;146429,98;119006,65;114450,65;81075,73;86486,73;88559,84;82986,95;52154,45;96196,49;135385,74;153495,59;170283,28;1464461,38
"231030 Parambu";707953,76;725921,07;605955,25;498759,94;299850,02;337410,49;230194,99;263595,92;323860,47;338790,36;498344,10;506211,65;375203,26;5712051,28
"231040 Paramoti";-;-;-;3675,89;-;23148,92;-;-;-;-;-;-;-;26824,81
"231050 Pedra Branca";550553,77;591486,81;584611,67;455255,64;474190,90;634878,99;554866,66;571647,69;446592,12;629236,93;654007,02;569499,46;263434,57;6980262,23
"231060 Penaforte";-;37291,17;41362,27;32489,56;28857,10;33507,26;33016,64;11292,45;30096,04;31569,80;1221,51;12638,08;7938,30;301280,18
"231070 Pentecoste";569761,97;452174,57;537548,10;493073,58;323647,56;545685,93;455881,14;457146,45;385581,80;349792,09;412133,71;464999,08;283585,59;5731011,57
"231080 Pereiro";254104,09;259148,91;275631,49;249171,25;200504,73;192199,08;234942,86;203302,98;177766,89;134054,52;175771,41;206950,57;88073,96;2651622,74
"231085 Pindoretama";63495,96;108317,61;88986,37;95961,54;60973,27;119334,68;81854,90;61078,29;70596,74;50990,88;41730,55;98180,39;95146,39;1036647,57
"231090 Piquet Carneiro";213752,95;200251,28;188358,20;179245,60;165278,98;151172,44;90037,87;77807,00;61527,62;123362,25;127540,34;174319,43;118721,58;1871375,54
"231100 Poranga";190749,79;133902,42;116693,72;125243,43;20697,27;65025,69;62340,84;86005,24;85401,93;83838,43;64425,09;82818,64;19917,38;1137059,87
"231110 Porteiras";146953,55;160466,33;181614,97;177192,99;91418,05;101480,71;67537,06;-;30732,99;113810,04;96578,87;184258,79;62891,01;1414935,36
"231120 Potengi";164860,06;200800,99;123715,38;117730,78;76320,28;95566,90;68928,87;24400,27;12207,86;58355,86;28162,84;36528,14;-;1007578,23
"231123 Potiretama";-;-;5889,59;-;-;-;-;-;-;-;-;-;-;5889,59
"231126 Quiterianópolis";-;-;-;-;-;-;-;-;-;-;-;17435,79;-;17435,79
"231130 Quixadá";3254648,13;3934543,25;4066720,37;3709164,01;3526166,49;4054306,78;3864820,65;3961354,71;3929996,22;4072926,71;3981840,59;3996097,49;2184532,68;48537118,08
"231135 Quixelô";254825,80;244949,93;213256,68;153866,58;115268,24;180995,56;84517,16;81806,96;104992,11;122803,69;132145,70;195178,45;78372,41;1962979,27
"231140 Quixeramobim";1484829,70;1768487,32;1912874,82;2089224,05;2006021,84;2021650,80;1799927,82;2045007,95;1956311,23;2200393,79;4334047,15;6607819,04;6254805,32;36481400,83
"231150 Quixeré";109403,96;106166,87;84575,41;111640,19;104624,47;104716,55;93201,86;63712,03;54964,94;78561,21;110119,88;130328,55;85769,52;1237785,44
"231160 Redenção";1190740,27;1148144,48;1044160,31;812373,51;892595,59;829470,97;821240,82;685059,94;628458,48;792684,58;930076,51;870630,12;495297,63;11140933,21
"231170 Reriutaba";196295,02;222156,80;122314,86;159164,12;124027,25;118536,84;91639,14;93475,85;50288,85;125563,93;99428,76;62366,02;47803,02;1513060,46
"231180 Russas";2372124,45;3611004,91;3307701,29;3284376,44;3280733,73;3197095,59;3809066,83;3799077,93;3403434,19;2934563,40;3271719,10;3156346,19;1835927,05;41263171,10
"231190 Saboeiro";405990,80;331608,62;347853,42;255181,53;198772,30;159710,70;35825,43;26243,14;8054,98;14577,40;24963,54;45548,74;17978,32;1872308,92
"231195 Salitre";168112,79;249053,81;244688,62;221628,62;115798,11;173211,54;92395,08;62044,74;63413,06;63145,90;105715,48;168634,73;38526,03;1766368,51
